,0,id,frequency
1911,m.0513yzt people.person.profession,1911,3
1912,m.03hr1p olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.sport,1912,9
1913,m.07z002c people.person.profession,1913,12
1914,m.0403l3g cvg.computer_videogame.cvg_genre,1914,5
1915,m.02wlwtm organization.organization.leadership..organization.leadership.role,1915,5
1916,m.0bpgx education.educational_institution.students_graduates..education.education.degree,1916,1
1917,m.0hn10 media_common.netflix_title.netflix_genres,1917,30
1918,m.04jjy media_common.netflix_title.netflix_genres,1918,9
1919,m.01wy6 music.group_member.instruments_played,1919,18
1920,m.0g2dz music.group_member.instruments_played,1920,10
1921,m.03mfnf book.book.genre,1921,6
1922,m.01hmnh book.book.genre,1922,19
1923,m.03m5k music.group_member.instruments_played,1923,9
1924,m.04j9zqq people.person.languages,1924,1
1925,m.0653m people.person.languages,1925,12
1926,m.01pb34 tv.tv_actor.guest_roles..tv.tv_guest_role.special_performance_type,1926,10
1927,m.0190_q music.artist.genre,1927,9
1928,m.07_53 olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.sport,1928,2
1929,m.02hxc3j film.film.language,1929,11
1930,m.0g0vx people.person.profession,1930,10
1931,m.02d11 people.person.religion,1931,29
1932,m.07vzyb location.location.time_zones,1932,14
1933,m.096m06 location.location.time_zones,1933,14
1934,m.0g5lhl7 media_common.netflix_title.netflix_genres,1934,7
1935,m.07brj music.musical_group.member..music.group_membership.role,1935,6
1936,m.0jzc location.country.official_language,1936,28
1937,m.0hzlz film.film.country,1937,12
1938,m.06q1r film.film.country,1938,5
1939,m.0kpymf common.topic.notable_types,1939,6
1940,m.04g5k people.person.nationality,1940,2
1941,m.02bv9 location.country.official_language,1941,10
1942,m.01h0cn soccer.football_team.league..soccer.football_league_participation.league,1942,8
1943,m.0bq0p9 people.person.nationality,1943,4
1944,m.07xl34 business.board_member.leader_of..organization.leadership.role,1944,17
1945,m.0g96wd people.person.ethnicity,1945,8
1946,m.05sxg2 people.person.profession,1946,18
1947,m.0w7s people.person.profession,1947,2
1948,m.02hqqhn common.topic.notable_types,1948,12
1949,m.094hwz people.person.profession,1949,7
1950,m.02h6n_q people.person.profession,1950,26
1951,m.07ssc music.release.region,1951,3
1952,m.03m5k music.group_member.membership..music.group_membership.role,1952,1
1953,m.0345h film.film.language,1953,1
1954,m.095bb film.film.genre,1954,9
1955,m.01p1v people.person.nationality,1955,13
1956,m.03_9r people.person.languages,1956,17
1957,m.013b7g people.person.ethnicity,1957,7
1958,m.015fr olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,1958,18
1959,m.017drs baseball.baseball_player.position_s,1959,19
1960,m.071tyz people.person.education..education.education.degree,1960,5
1961,m.02xh1 tv.tv_program.genre,1961,1
1962,m.0dwsp music.group_member.instruments_played,1962,4
1963,m.0h7h6 film.film.runtime..film.film_cut.film_release_region,1963,1
1964,m.0bjv6 people.person.nationality,1964,5
1965,m.02jvq medicine.disease.medical_specialties,1965,11
1966,m.025dn5q common.topic.notable_types,1966,2
1967,m.059j2 film.film.country,1967,20
1968,m.03ymzv music.artist.genre,1968,10
1969,m.02hwhyv people.person.languages,1969,4
1970,m.055qm people.person.languages,1970,2
1971,m.01c7y people.person.languages,1971,4
1972,m.0gsrz4 location.location.time_zones,1972,16
1973,m.0ctw_b organization.organization.headquarters..location.mailing_address.country,1973,6
1974,m.015f1d education.university.domestic_tuition..measurement_unit.dated_money_value.currency,1974,4
1975,m.02h7d8_ common.topic.notable_types,1975,9
1976,m.02h7926 people.person.profession,1976,7
1977,m.02h40lc base.schemastaging.tv_actor_extra.regular_dubbing_performances..base.schemastaging.tv_star_dubbing_performance.language,1977,16
1978,m.09gp4 people.person.ethnicity,1978,5
1979,m.06hsk book.author.school_or_movement,1979,32
1980,m.05wkw visual_art.visual_artist.art_forms,1980,7
1981,m.01sjmd people.person.profession,1981,4
1982,m.015w9s film.film.genre,1982,3
1983,m.05xbx media_common.netflix_title.netflix_genres,1983,1
1984,m.015w9s media_common.netflix_title.netflix_genres,1984,9
1985,m.02l6h location.statistical_region.places_imported_from..location.imports_and_exports.currency,1985,12
1986,m.02z0t_ tv.tv_program.genre,1986,4
1987,m.03cqqr tv.tv_program.genre,1987,6
1988,m.0jzgd business.business_operation.industry,1988,4
1989,m.02hwhyv media_common.netflix_title.netflix_genres,1989,18
1990,m.06qd3 media_common.netflix_title.netflix_genres,1990,19
1991,m.03rj0 film.film.country,1991,3
1992,m.03dcd medicine.disease.medical_specialties,1992,21
1993,m.02knxzt common.topic.notable_types,1993,14
1994,m.066dv people.person.profession,1994,6
1995,m.026ny film.film.genre,1995,16
1996,m.06mp7 film.film.language,1996,23
1997,m.04306rv location.country.official_language,1997,14
1998,m.014dgf organization.organization.phone_number..common.phone_number.category,1998,3
1999,m.028cl7 music.artist.genre,1999,9
2000,m.02yw1c music.artist.genre,2000,5
2001,m.05jt_ music.artist.genre,2001,16
2002,m.04y6_qr american_football.football_player.rushing..american_football.player_rushing_statistics.season,2002,17
2003,m.06b1q sports.pro_athlete.teams..sports.sports_team_roster.position,2003,14
2004,m.07twz people.person.nationality,2004,16
2005,m.012xsy music.artist.genre,2005,31
2006,m.071t0 olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.sport,2006,3
2007,m.01zq91 government.political_appointer.appointees..government.government_position_held.basic_title,2007,6
2008,m.0377k9 government.political_appointer.appointees..government.government_position_held.basic_title,2008,2
2009,m.0k0sv film.film.language,2009,3
2010,m.03_r3 olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,2010,4
2011,m.03_r3 olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,2011,3
2012,m.09k5k government.political_district.representatives..government.government_position_held.governmental_body,2012,12
2013,m.01gkgk government.political_district.representatives..government.government_position_held.basic_title,2013,3
2014,m.0fkzq government.governmental_jurisdiction.governing_officials..government.government_position_held.basic_title,2014,21
2015,m.0b3wk government.political_district.representatives..government.government_position_held.governmental_body,2015,2
2016,m.05rd8 religion.religious_leader.religious_leadership..religion.religious_organization_leadership.role,2016,4
2017,m.07ytt people.person.nationality,2017,1
2018,m.05xjb people.person.profession,2018,13
2019,m.03pn9 people.person.nationality,2019,1
2020,m.0d7c8 people.person.nationality,2020,3
2021,m.0ckd1 film.film.other_crew..film.film_crew_gig.film_crew_role,2021,14
2022,m.03_9r film.film.dubbing_performances..film.dubbing_performance.language,2022,7
2023,m.02hczc base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,2023,10
2024,m.02lcqs base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,2024,40
2025,m.06n90 book.book.genre,2025,10
2026,m.05hgj book.book.genre,2026,15
2027,m.014dfn book.book.genre,2027,20
2028,m.06mq7 book.book.genre,2028,1
2029,m.03npn book.book.genre,2029,4
2030,m.0fzyg business.business_operation.industry,2030,2
2031,m.02j9z film.film.runtime..film.film_cut.film_release_region,2031,3
2032,m.01xbgx people.person.nationality,2032,2
2033,m.03x1x people.person.ethnicity,2033,1
2034,m.0ljc_ media_common.netflix_title.netflix_genres,2034,4
2035,m.0bzkm2 people.person.ethnicity,2035,17
2036,m.07t21 geography.river.basin_countries,2036,6
2037,m.04w4s geography.river.basin_countries,2037,2
2038,m.01pj7 geography.river.basin_countries,2038,3
2039,m.03gj2 geography.river.basin_countries,2039,5
2040,m.077qn geography.river.basin_countries,2040,4
2041,m.06npd geography.river.basin_countries,2041,3
2042,m.02vjn0 business.business_operation.industry,2042,10
2043,m.028v3 film.film.genre,2043,9
2044,m.04rjg user.coco.science.concepts_theories.parent_concept,2044,13
2045,m.0716b6 computer.software.compatible_oses..computer.software_compatibility.operating_system,2045,6
2046,m.032db computer.software.license,2046,3
2047,m.03wbl14 computer.software.compatible_oses..computer.software_compatibility.operating_system,2047,7
2048,m.045c7b business.consumer_product.company..business.company_product_relationship.company,2048,1
2049,m.0p8g computer.software.languages_used,2049,4
2050,m.018s4 computer.software.license,2050,7
2051,m.05z1_ computer.software.languages_used,2051,4
2052,m.0295r film.film.language,2052,13
2053,m.0283d music.artist.genre,2053,5
2054,m.02t8gf music.artist.genre,2054,15
2055,m.04n7jdv music.artist.genre,2055,10
2056,m.084n_ film.film.country,2056,1
2057,m.0764k6 royalty.chivalric_order_member.belongs_to_order..royalty.chivalric_order_membership.order,2057,13
2058,m.01xrzkd common.topic.notable_types,2058,1
2059,m.02mbs4 award.hall_of_fame_inductee.hall_of_fame_inductions..award.hall_of_fame_induction.hall_of_fame,2059,5
2060,m.02_7t business.business_operation.industry,2060,8
2061,m.02kpw0f common.topic.notable_types,2061,2
2062,m.0l14gg music.artist.genre,2062,7
2063,m.07c6l music.group_member.membership..music.group_membership.role,2063,2
2064,m.0jtg0 music.group_member.membership..music.group_membership.role,2064,2
2065,m.0fkx3 government.politician.government_positions_held..government.government_position_held.basic_title,2065,4
2066,m.01srl7 people.person.ethnicity,2066,1
2067,m.025rxky people.person.profession,2067,8
2068,m.0bxg3 film.film.genre,2068,2
2069,m.05bg37n common.topic.notable_types,2069,1
2070,m.015qh people.person.nationality,2070,6
2071,m.01xs0yn common.topic.notable_types,2071,16
2072,m.06mzp film.film.runtime..film.film_cut.film_release_region,2072,1
2073,m.06mkj film.film.runtime..film.film_cut.film_release_region,2073,20
2074,m.02079p government.governmental_jurisdiction.governing_officials..government.government_position_held.basic_title,2074,21
2075,m.01znc_ people.person.nationality,2075,20
2076,m.03gj2 film.film.country,2076,8
2077,m.0b90_r geography.river.basin_countries,2077,2
2078,m.0jgx people.person.nationality,2078,4
2079,m.06f32 organization.organization.headquarters..location.mailing_address.country,2079,12
2080,m.06x8y film.film.language,2080,2
2081,m.01xryxp common.topic.notable_types,2081,1
2082,m.0hz28 business.business_operation.industry,2082,19
2083,m.027qb1 business.board_member.leader_of..organization.leadership.role,2083,3
2084,m.06ncr music.group_member.instruments_played,2084,32
2085,m.03k50 film.actor.dubbing_performances..film.dubbing_performance.language,2085,1
2086,m.09743 people.person.ethnicity,2086,1
2087,m.01fbr2 music.artist.genre,2087,12
2088,m.0chghy olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,2088,22
2089,m.02rlwt music.group_member.instruments_played,2089,1
2090,m.06mp7 location.country.official_language,2090,3
2091,m.01gp_d location.country.official_language,2091,1
2092,m.02hqb63 common.topic.notable_types,2092,8
2093,m.03115z people.person.languages,2093,7
2094,m.019rdm base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,2094,7
2095,m.071qwp base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,2095,9
2096,m.08322 film.film.genre,2096,21
2097,m.03m5k music.musical_group.member..music.group_membership.role,2097,1
2098,m.0dwt5 music.musical_group.member..music.group_membership.role,2098,2
2099,m.02lq67 sports.multi_event_tournament.athletic_performances..sports.competitor_competition_relationship.medal,2099,6
2100,m.065nc91 common.topic.notable_types,2100,11
2101,m.02lpp7 sports.multi_event_tournament.athletic_performances..sports.competitor_competition_relationship.medal,2101,6
2102,m.02lq5w sports.multi_event_tournament.athletic_performances..sports.competitor_competition_relationship.medal,2102,7
2103,m.02_3829 common.topic.notable_types,2103,6
2104,m.03hz6vv people.person.profession,2104,9
2105,m.01tv5c architecture.architect.architectural_style,2105,9
2106,m.01r2l book.written_work.original_language,2106,2
2107,m.037mh8 book.book.genre,2107,4
2108,m.02j62 book.book.genre,2108,1
2109,m.0vgkd tv.tv_program.genre,2109,16
2110,m.06cvj tv.tv_program.genre,2110,14
2111,m.05v8c organization.organization.headquarters..location.mailing_address.country,2111,4
2112,m.06nnj people.person.nationality,2112,6
2113,m.03cnzj music.artist.genre,2113,5
2114,m.01nf common.topic.notable_types,2114,5
2115,m.088n7 base.schemastaging.athlete_extra.salary..base.schemastaging.athlete_salary.currency,2115,13
2116,m.09pmkv olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,2116,1
2117,m.09pmkv olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,2117,1
2118,m.0338zd people.person.ethnicity,2118,6
2119,m.06t2t organization.organization.headquarters..location.mailing_address.country,2119,6
2120,m.02_3rt3 common.topic.notable_types,2120,8
2121,m.01v1d8 music.musical_group.member..music.group_membership.role,2121,7
2122,m.07zrf film.film.dubbing_performances..film.dubbing_performance.language,2122,3
2123,m.02hwhyv film.film.dubbing_performances..film.dubbing_performance.language,2123,5
2124,m.01kbdv film.film.language,2124,4
2125,m.064r7fk film.film.language,2125,2
2126,m.016zwt film.film.country,2126,1
2127,m.014tss people.person.nationality,2127,12
2128,m.0d7bt people.person.nationality,2128,1
2129,m.07mfk people.person.religion,2129,5
2130,m.03w9bnr government.politician.government_positions_held..government.government_position_held.basic_title,2130,6
2131,m.01lqvg business.board_member.leader_of..organization.leadership.role,2131,5
2132,m.04qc6x royalty.chivalric_order_member.belongs_to_order..royalty.chivalric_order_membership.order,2132,16
2133,m.02t7t people.person.religion,2133,6
2134,m.02vsw1 people.person.ethnicity,2134,2
2135,m.0bbz66j people.person.ethnicity,2135,9
2136,m.0219x_ media_common.netflix_title.netflix_genres,2136,15
2137,m.0chghy film.film.runtime..film.film_cut.film_release_region,2137,5
2138,m.02vzc film.film.country,2138,6
2139,m.0ddnl travel.travel_destination.how_to_get_here..travel.transportation.mode_of_transportation,2139,16
2140,m.02cqwf people.person.education..education.education.degree,2140,6
2141,m.01pn0r people.person.profession,2141,5
2142,m.049xqrq common.topic.notable_types,2142,4
2143,m.01z215 people.person.nationality,2143,4
2144,m.02nvwb5 common.topic.notable_types,2144,1
2145,m.01bkv film.film.language,2145,3
2146,m.0b1g2 film.film.language,2146,2
2147,m.0jdx film.film.country,2147,1
2148,m.0166b film.film.country,2148,2
2149,m.087vz film.film.country,2149,1
2150,m.012v8 film.film.language,2150,3
2151,m.035qy film.film.country,2151,5
2152,m.0fv4v people.person.nationality,2152,13
2153,m.0gw5w78 media_common.netflix_title.netflix_genres,2153,28
2154,m.04w8f geography.river.basin_countries,2154,1
2155,m.0fx2s tv.tv_program.genre,2155,10
2156,m.0195fx metropolitan_transit.transit_system.transit_service_types,2156,2
2157,m.02h7d8m common.topic.notable_types,2157,4
2158,m.0jt85pd people.person.ethnicity,2158,10
2159,m.04hvw geography.river.basin_countries,2159,1
2160,m.0hzlz geography.river.basin_countries,2160,1
2161,m.07s72n music.artist.genre,2161,13
2162,m.02pjxr people.person.profession,2162,13
2163,m.03676 people.person.nationality,2163,1
2164,m.0hl17 medicine.disease.medical_specialties,2164,19
2165,m.06n90 cvg.computer_videogame.cvg_genre,2165,8
2166,m.03npn cvg.computer_videogame.cvg_genre,2166,5
2167,m.01qf5x cvg.computer_videogame.cvg_genre,2167,7
2168,m.02h7kvm common.topic.notable_types,2168,3
2169,m.03k50 media_common.netflix_title.netflix_genres,2169,21
2170,m.01g14w government.governmental_jurisdiction.governing_officials..government.government_position_held.basic_title,2170,2
2171,m.04h9h location.country.official_language,2171,5
2172,m.027np7 people.person.education..education.education.degree,2172,4
2173,m.05qfh medicine.disease.medical_specialties,2173,3
2174,m.0d05w3 film.film.runtime..film.film_cut.film_release_region,2174,7
2175,m.06mkj geography.river.basin_countries,2175,3
2176,m.05r4w geography.river.basin_countries,2176,2
2177,m.0220px3 common.topic.notable_types,2177,5
2178,m.0l14j_ music.group_member.instruments_played,2178,18
2179,m.01fch0 government.political_appointer.appointees..government.government_position_held.basic_title,2179,3
2180,m.038rz food.dish.cuisine,2180,4
2181,m.02h77f2 common.topic.notable_types,2181,1
2182,m.025m070 tv.tv_personality.tv_regular_appearances..tv.tv_regular_personal_appearance.appearance_type,2182,8
2183,m.02_7ld2 common.topic.notable_types,2183,1
2184,m.06ppq film.film.language,2184,3
2185,m.021_z5 music.artist.genre,2185,11
2186,m.02knxzf common.topic.notable_types,2186,10
2187,m.02w9s people.person.nationality,2187,1
2188,m.0jsg3l common.topic.notable_types,2188,21
2189,m.0175zz music.artist.genre,2189,7
2190,m.02ktb_s common.topic.notable_types,2190,10
2191,m.05qgc book.book.genre,2191,2
2192,m.02kl648 common.topic.notable_types,2192,5
2193,m.0jrgr music.artist.genre,2193,7
2194,m.013y1f music.artist.contribution..music.recording_contribution.performance_role,2194,6
2195,m.0cjk9 film.film.language,2195,8
2196,m.0x82 film.film.language,2196,7
2197,m.0dg3n1 media_common.netflix_title.netflix_genres,2197,1
2198,m.01xy5l_ people.person.profession,2198,6
2199,m.01gkgk government.governmental_body.members..government.government_position_held.basic_title,2199,2
2200,m.0p5vf government.governmental_body.members..government.government_position_held.basic_title,2200,5
2201,m.02079p government.governmental_body.members..government.government_position_held.basic_title,2201,2
2202,m.0clz1b tv.tv_program.genre,2202,8
2203,m.03ccvg2 music.artist.genre,2203,11
2204,m.01znc_ organization.organization.headquarters..location.mailing_address.country,2204,5
2205,m.02k54 organization.organization.headquarters..location.mailing_address.country,2205,6
2206,m.06g5z base.crime.crime_victim.crime_type,2206,2
2207,m.05vb0rl common.topic.notable_types,2207,4
2208,m.025d70m common.topic.notable_types,2208,12
2209,m.07ssc chemistry.chemical_element.discovering_country,2209,4
2210,m.02kmm people.person.nationality,2210,3
2211,m.03c6sl9 baseball.baseball_player.lifetime_batting_statistics..baseball.lifetime_batting_statistics.starting_season,2211,11
2212,m.012w70 base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,2212,6
2213,m.0g1jw base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,2213,2
2214,m.07zrf base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,2214,6
2215,m.04l4q59 common.topic.notable_types,2215,7
2216,m.02hwhyv tv.tv_program.languages,2216,8
2217,m.0740gt tv.tv_program.genre,2217,3
2218,m.05ch8k9 sports.pro_athlete.teams..sports.sports_team_roster.position,2218,22
2219,m.01_bhs business.business_operation.industry,2219,5
2220,m.01yc02 organization.organization.leadership..organization.leadership.role,2220,4
2221,m.01rdm0 people.person.nationality,2221,1
2222,m.021_vk people.person.religion,2222,2
2223,m.03x42 film.film.language,2223,4
2224,m.0296y music.artist.genre,2224,9
2225,m.0165b people.person.nationality,2225,1
2226,m.01xq0k1 food.cheese.source_of_milk,2226,4
2227,m.01xs0vd common.topic.notable_types,2227,5
2228,m.059kh music.album.genre,2228,1
2229,m.06cqb music.album.genre,2229,1
2230,m.06rqw music.album.genre,2230,1
2231,m.02lctm location.location.time_zones,2231,12
2232,m.09lxtg olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,2232,1
2233,m.09lxtg people.person.nationality,2233,4
2234,m.09lxtg olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,2234,1
2235,m.01fgks religion.religious_leader.religious_leadership..religion.religious_organization_leadership.organization,2235,1
2236,m.04399 religion.religious_leader.religious_leadership..religion.religious_organization_leadership.organization,2236,1
2237,m.024_6 base.animal_synopses.animal_synopsis.length..base.qualified_values.qualified_value.unit,2237,5
2238,m.0jljd base.animal_synopses.animal_synopsis.territory_extent..base.qualified_values.qualified_value.unit,2238,3
2239,m.030skj base.animal_synopses.animal_synopsis.speed..base.qualified_values.qualified_value.unit,2239,5
2240,m.0d6n1 music.artist.genre,2240,12
2241,m.0735l film.film.release_date_s..film.film_regional_release_date.film_release_distribution_medium,2241,6
2242,m.07xnmw architecture.architect.architectural_style,2242,1
2243,m.06ncr music.group_member.membership..music.group_membership.role,2243,5
2244,m.02fsn music.group_member.membership..music.group_membership.role,2244,1
2245,m.0220pwr common.topic.notable_types,2245,3
2246,m.073069 base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,2246,4
2247,m.05qqm base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,2247,9
2248,m.013z8m people.person.ethnicity,2248,8
2249,m.0ljl8 biology.animal_breed.registered_with..biology.breed_registration.registry,2249,12
2250,m.01nlxs biology.organism_classification.rank,2250,9
2251,m.0d2ww people.person.profession,2251,9
2252,m.0f2pm people.person.profession,2252,4
2253,m.01gmkg film.film.language,2253,4
2254,m.06zvx film.film.language,2254,1
2255,m.0fkvn government.political_appointer.appointees..government.government_position_held.basic_title,2255,4
2256,m.0kpyr6 common.topic.notable_types,2256,19
2257,m.01j31q people.person.profession,2257,1
2258,m.05zppz base.petbreeds.dog_breed.size..base.petbreeds.dog_size.gender,2258,8
2259,m.019dpj biology.organism_classification.rank,2259,6
2260,m.02zsn base.petbreeds.dog_breed.size..base.petbreeds.dog_size.gender,2260,8
2261,m.01xs0xx common.topic.notable_types,2261,2
2262,m.020xn5 people.person.profession,2262,12
2263,m.07brj music.group_member.instruments_played,2263,8
2264,m.018vs music.artist.contribution..music.recording_contribution.performance_role,2264,2
2265,m.089fss people.person.profession,2265,1
2266,m.02p0s5r people.person.profession,2266,8
2267,m.0fkvn government.government_office_or_title.office_holders..government.government_position_held.basic_title,2267,1
2268,m.0fkvn government.government_office_or_title.category,2268,1
2269,m.02h7lhr common.topic.notable_types,2269,2
2270,m.06c1y geography.river.basin_countries,2270,8
2271,m.02wbm business.business_operation.industry,2271,6
2272,m.022fdt people.person.ethnicity,2272,5
2273,m.025df57 common.topic.notable_types,2273,12
2274,m.03krjh organization.organization.organization_type,2274,1
2275,m.0krdk organization.organization.leadership..organization.leadership.role,2275,6
2276,m.02k8gd base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,2276,7
2277,m.07c52 business.business_operation.industry,2277,2
2278,m.0778yjq common.topic.notable_types,2278,13
2279,m.01xljvm common.topic.notable_types,2279,10
2280,m.04rlf tv.tv_program.genre,2280,5
2281,m.028fjr people.person.profession,2281,2
2282,m.012f86 people.person.ethnicity,2282,6
2283,m.05blds2 common.topic.notable_types,2283,1
2284,m.05sb1 organization.organization.headquarters..location.mailing_address.country,2284,2
2285,m.04t64n organization.organization.leadership..organization.leadership.role,2285,2
2286,m.07fj_ people.person.nationality,2286,3
2287,m.02mscn music.artist.genre,2287,12
2288,m.0145rs music.artist.genre,2288,13
2289,m.06kqt3 sports.sports_team.colors,2289,6
2290,m.0268_k people.person.ethnicity,2290,4
2291,m.07c9s film.film.language,2291,6
2292,m.0163v olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,2292,2
2293,m.0163v olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,2293,2
2294,m.0163v people.person.nationality,2294,6
2295,m.06nbt tv.tv_program.genre,2295,15
2296,m.03wm22 people.person.profession,2296,6
2297,m.07qv_ media_common.netflix_title.netflix_genres,2297,1
2298,m.05v8c media_common.netflix_title.netflix_genres,2298,1
2299,m.01jb8r film.film.language,2299,7
2300,m.07qv_ film.film.language,2300,7
2301,m.05v8c film.film.country,2301,1
2302,m.0bk25 people.person.nationality,2302,4
2303,m.0ctw_b film.film.country,2303,23
2304,m.07w8f people.person.religion,2304,14
2305,m.01gp_d film.film.language,2305,6
2306,m.0245zn protected_sites.listed_site.designation_as_natural_or_cultural_site..protected_sites.natural_or_cultural_site_listing.category_or_criteria,2306,6
2307,m.02z3r food.dish.cuisine,2307,7
2308,m.02g_6x sports.pro_athlete.teams..sports.sports_team_roster.position,2308,7
2309,m.0485n organization.endowed_organization.endowment..measurement_unit.dated_money_value.currency,2309,3
2310,m.02_9lqc common.topic.notable_types,2310,4
2311,m.07gql music.musical_group.member..music.group_membership.role,2311,6
2312,m.027mby3 user.robert.mobile_phones.mobile_phone.input_interface,2312,4
2313,m.0316ky user.robert.mobile_phones.mobile_phone.input_interface,2313,6
2314,m.01w0lx user.robert.mobile_phones.mobile_phone.input_interface,2314,4
2315,m.069b85 business.consumer_product.company..business.company_product_relationship.company,2315,1
2316,m.02_3zf4 common.topic.notable_types,2316,1
2317,m.03_9r film.film_character.portrayed_in_films_dubbed..film.dubbing_performance.language,2317,5
2318,m.02j71 music.release.region,2318,2
2319,m.09dwr8 medicine.disease.medical_specialties,2319,5
2320,m.01c6nk people.person.profession,2320,9
2321,m.05rwpb music.artist.genre,2321,5
2322,m.0kj0 language.language_writing_system.type_of_writing,2322,1
2323,m.020lg_ base.technologyofdoing.knowledge_worker_practice.ptype,2323,1
2324,m.04306rv base.schemastaging.tv_character_extra.regular_dubbing_performances..base.schemastaging.tv_star_dubbing_performance.language,2324,6
2325,m.02y6fz film.film.other_crew..film.film_crew_gig.film_crew_role,2325,1
2326,m.014ktf people.person.profession,2326,4
2327,m.02jnw user.coco.science.concepts_theories.parent_concept,2327,1
2328,m.056vv people.person.nationality,2328,6
2329,m.06mkj media_common.netflix_title.netflix_genres,2329,10
2330,m.07kn3 user.alexander.philosophy.philosopher.era,2330,15
2331,m.01xljym common.topic.notable_types,2331,5
2332,m.028tnd architecture.structure.architectural_style,2332,3
2333,m.05zjd media_common.netflix_title.netflix_genres,2333,5
2334,m.07rlj9 music.artist.genre,2334,8
2335,m.06x8y location.country.official_language,2335,1
2336,m.0jtdp media_common.netflix_title.netflix_genres,2336,22
2337,m.02h7ljh common.topic.notable_types,2337,1
2338,m.017fp book.book.genre,2338,8
2339,m.06ms6 book.book.genre,2339,4
2340,m.0xdf book.book.genre,2340,8
2341,m.02079p government.politician.government_positions_held..government.government_position_held.basic_title,2341,10
2342,m.088xp people.person.nationality,2342,6
2343,m.07z4p film.film.distributors..film.film_film_distributor_relationship.film_distribution_medium,2343,3
2344,m.021y6py common.topic.notable_types,2344,13
2345,m.01sptk people.person.profession,2345,7
2346,m.02kvl3l people.person.profession,2346,14
2347,m.02h6624 people.person.profession,2347,13
2348,m.025t7ly people.person.religion,2348,6
2349,m.09d_r geography.geographical_feature.category,2349,1
2350,m.01xs033 common.topic.notable_types,2350,2
2351,m.01k6y1 people.person.nationality,2351,9
2352,m.022qqh people.person.profession,2352,1
2353,m.0lhtr people.person.profession,2353,2
2354,m.0kz1h business.business_operation.revenue..measurement_unit.dated_money_value.currency,2354,2
2355,m.02m4t film.film.genre,2355,7
2356,m.04mmhj people.person.ethnicity,2356,3
2357,m.01rbb film.film.genre,2357,11
2358,m.05bmq geography.river.basin_countries,2358,2
2359,m.07dzf geography.river.basin_countries,2359,3
2360,m.088q4 geography.river.basin_countries,2360,1
2361,m.088vb geography.river.basin_countries,2361,2
2362,m.04wlh geography.river.basin_countries,2362,1
2363,m.088xp geography.river.basin_countries,2363,3
2364,m.0j4b geography.river.basin_countries,2364,2
2365,m.04tr1 geography.river.basin_countries,2365,1
2366,m.0g2dz music.group_member.membership..music.group_membership.role,2366,1
2367,m.01fsz music.artist.genre,2367,5
2368,m.0dwt5 music.group_member.instruments_played,2368,5
2369,m.01___w people.person.profession,2369,8
2370,m.014kbl film.film.other_crew..film.film_crew_gig.film_crew_role,2370,6
2371,m.0259tnd organization.organization.legal_structure,2371,3
2372,m.05ffqcg common.topic.notable_types,2372,8
2373,m.01zq91 government.politician.government_positions_held..government.government_position_held.basic_title,2373,8
2374,m.03qlv7 music.group_member.instruments_played,2374,7
2375,m.070f6j film.film.estimated_budget..measurement_unit.dated_money_value.currency,2375,1
2376,m.02dwpf sports.pro_athlete.teams..sports.sports_team_roster.position,2376,2
2377,m.04_2qtd people.person.profession,2377,5
2378,m.06s_2 people.person.nationality,2378,2
2379,m.066ml2n common.topic.notable_types,2379,3
2380,m.01nbcy people.person.ethnicity,2380,4
2381,m.06kqt3 education.educational_institution.colors,2381,10
2382,m.05g9_ book.author.school_or_movement,2382,1
2383,m.01mjq film.film.country,2383,11
2384,m.0cfs8 architecture.building.building_function,2384,2
2385,m.03krjh people.person.profession,2385,6
2386,m.0294jb base.fashionmodels.fashion_model.hair_color,2386,6
2387,m.06c9r business.business_operation.industry,2387,1
2388,m.03n_lr soccer.football_team.league..soccer.football_league_participation.league,2388,12
2389,m.0hcr business.business_operation.industry,2389,3
